koi_disposition,koi_score,koi_depth,koi_model_snr,koi_period,koi_duration,koi_prad,koi_srad,koi_kepmag,koi_teq
CONFIRMED,1.0,1506.9,60.7,18.11993039,4.2309,2.95,0.775,15.532,563.0
CONFIRMED,1.0,426.1,25.6,3.78402867,1.9012,1.7,0.775,15.532,949.0
CONFIRMED,1.0,697.5,48.1,5.15448142,3.228,2.94,0.884,15.365,964.0
FALSE POSITIVE,0.0,13494.0,529.9,33.80364366,11.4813,20.7,1.796,13.109,745.0
CONFIRMED,1.0,1240.2,79.7,5.743469797,3.4412,3.13,0.891,15.543,982.0
CANDIDATE,1.0,1012.6,26.6,39.4759093,2.968,4.06,1.031,15.229,577.0
FALSE POSITIVE,0.0,40293.0,1398.8,19.974485239,4.23479,26.56,0.997,15.217,700.0
CONFIRMED,1.0,1473.4,128.3,3.166353562,3.3129,3.82,0.998,15.603,1273.0
FALSE POSITIVE,0.0,20953.0,547.8,23.899634407,3.81881,44.04,0.924,15.453,652.0
CONFIRMED,1.0,280.1,30.6,3.388012244,2.6849,2.11,1.25,15.065,1315.0
CONFIRMED,1.0,273.6,25.2,5.83909761,3.1915,2.06,1.25,15.065,1097.0
CONFIRMED,1.0,159.6,22.7,1.620467654,2.1888,1.57,1.25,15.065,1681.0
CONFIRMED,1.0,307.8,21.9,10.6816951,3.605,2.3,1.25,15.065,897.0
CONFIRMED,1.0,2090.3,293.7,6.104849417,4.6912,3.18,0.712,15.017,784.0
CONFIRMED,0.999,11382.0,1838.4,3.578780566,2.91089,10.43,0.994,13.938,1145.0
FALSE POSITIVE,0.0,1037.4,37.2,3.187067566,3.119,23.88,0.811,15.653,1079.0
CONFIRMED,1.0,1539.1,81.1,5.826657508,2.9183,4.09,1.06,15.843,1013.0
CONFIRMED,0.998,611.3,25.6,12.41216347,3.739,2.58,1.06,15.843,787.0
CONFIRMED,1.0,796.8,26.7,18.74649011,3.895,3.05,1.06,15.843,686.0
CONFIRMED,1.0,1910.5,117.0,20.86021229,5.1937,5.5,1.257,15.237,781.0
CONFIRMED,1.0,1719.3,78.7,42.63427848,6.1998,5.22,1.257,15.237,615.0
CONFIRMED,0.973,1009.6,37.5,87.6476068,8.871,4.0,1.257,15.237,484.0
CANDIDATE,0.975,234.0,18.2,9.61731426,3.8692,1.94,1.257,15.237,1010.0
CONFIRMED,0.953,2237.0,124.7,9.467821474,2.4327,2.13,0.458,15.073,407.0
CONFIRMED,0.704,741.7,87.8,0.893040969,1.0981,1.24,0.458,15.073,893.0
CONFIRMED,0.996,11145.0,2040.7,4.942783419,3.25346,10.62,0.978,13.758,1008.0
CONFIRMED,1.0,988.4,45.1,20.83426731,4.0454,2.74,0.88,15.412,595.0
CONFIRMED,1.0,994.5,51.0,9.94602357,3.3862,3.12,1.013,15.596,807.0
CONFIRMED,0.998,213.0,25.3,1.04562195,1.8955,1.45,1.013,15.596,1710.0
CONFIRMED,0.949,297.8,16.7,5.71462396,2.336,1.78,1.013,15.596,971.0
FALSE POSITIVE,1.0,1896.7,86.1,102.9641952,15.735,39.0,7.119,13.608,797.0
CONFIRMED,1.0,446.8,32.2,8.14515981,5.073,3.43,1.24,14.925,1050.0
CONFIRMED,1.0,430.7,16.9,18.9985279,4.529,43.17,1.24,14.925,792.0
CONFIRMED,0.999,174.0,15.1,4.24439049,3.282,2.07,1.24,14.925,1305.0
CANDIDATE,1.0,3020.3,57.9,90.1240507,11.649,7.12,1.215,14.96,485.0
CONFIRMED,1.0,824.9,97.1,28.5742692,4.9427,2.32,0.812,13.771,538.0
CANDIDATE,,858.1,39.2,856.672115,23.144,3.87,1.309,13.997,242.0
CANDIDATE,1.0,195.0,93.4,0.689210173,1.6169,1.32,0.954,13.248,1943.0
CONFIRMED,0.965,574.4,32.2,7.34373964,1.1784,1.84,0.762,14.657,839.0
FALSE POSITIVE,,186.7,28.9,0.445277068,3.539,35.74,1.064,15.343,2562.0
FALSE POSITIVE,0.0,1973.3,458.6,0.379463865,0.86896,59.56,1.783,13.787,3000.0
FALSE POSITIVE,0.0,18541.0,534.5,9.88047978,2.78458,23.6,0.917,15.212,860.0
FALSE POSITIVE,0.0,128.4,91.7,4.6484156,38.1939,5.06,3.482,10.963,2259.0
FALSE POSITIVE,0.0,4511.7,322.3,17.512014768,1.8248,13.66,1.132,12.336,804.0
CANDIDATE,0.0,673.5,37.1,3.9886021,1.7376,34.39,13.652,6.974,3145.0
CANDIDATE,1.0,1495.8,179.6,0.533059312,1.8621,133.56,4.051,7.748,5862.0
FALSE POSITIVE,0.0,747.5,116.1,0.525154153,2.1441,23.61,0.846,15.058,2073.0
FALSE POSITIVE,0.0,598.2,140.6,1.303861044,4.0541,27.85,0.902,13.555,1610.0
FALSE POSITIVE,,,,0.73452496,6.7,,,13.22,
FALSE POSITIVE,0.0,113.8,24.3,2.55549176,9.083,23.35,0.901,14.554,1312.0
FALSE POSITIVE,0.0,433.2,62.3,2.947376671,2.0911,403.59,2.234,10.47,2404.0
CONFIRMED,1.0,3487.5,235.7,224.7789355,11.1899,7.67,1.235,13.492,333.0
FALSE POSITIVE,0.0,321.5,19.6,0.890110752,0.8774,1.25,0.711,15.723,1372.0
FALSE POSITIVE,0.0,248.0,22.2,5.76573396,2.924,7.47,4.434,14.313,1964.0
CONFIRMED,1.0,443.3,37.5,7.42608123,3.6379,2.47,1.176,14.818,1037.0
CONFIRMED,0.989,178.5,10.9,15.9868932,4.158,1.62,1.176,14.818,803.0
FALSE POSITIVE,0.0,250.2,37.5,0.73094589,4.32,17.12,0.848,15.401,1922.0
CONFIRMED,1.0,640.9,41.0,18.92537246,3.9835,13.92,4.885,14.604,1171.0
FALSE POSITIVE,0.0,186.2,136.3,0.933749106,4.256,3.22,2.188,13.079,2863.0
FALSE POSITIVE,0.0,118.6,27.0,2.037440623,3.442,1.19,1.015,14.187,1572.0
CANDIDATE,,1474.9,35.7,129995.7784,9.408,2.99,0.726,13.447,25.0
CONFIRMED,0.994,145.1,25.5,31.5925809,13.566,1.78,1.487,13.29,688.0
CONFIRMED,0.997,110.4,23.6,17.157236,11.284,1.55,1.487,13.29,844.0
CONFIRMED,0.998,30222.0,1252.5,1.97376085,1.82542,8.78,0.503,15.715,753.0
CANDIDATE,0.632,372.2,267.4,13.118962443,4.3045,8.25,4.24,9.275,1768.0
FALSE POSITIVE,0.0,4399.1,270.1,4.618767792,5.9957,7.48,1.033,13.652,1170.0
CANDIDATE,0.0,42.2,37.2,7.82187328,3.8417,2.78,4.24,9.275,2101.0
CANDIDATE,0.999,195.6,71.2,53.5057611,10.5616,2.52,1.762,9.582,675.0
CONFIRMED,1.0,68.9,53.6,2.785821236,3.5599,1.69,1.733,8.224,1784.0
FALSE POSITIVE,0.0,26900.0,184.3,52.56901867,6.7507,78.54,1.717,9.729,737.0
FALSE POSITIVE,0.0,570.6,35.6,3.411758679,3.158,14.71,0.561,15.258,684.0
FALSE POSITIVE,0.0,324.6,63.6,0.525426427,1.0801,1.45,0.802,14.797,2069.0
CONFIRMED,1.0,340.9,73.5,1.269091415,1.4647,1.41,0.766,13.999,1331.0
CONFIRMED,1.0,277.1,39.7,2.853133997,1.465,1.36,0.766,13.999,1016.0
CONFIRMED,1.0,393.1,29.8,6.79685353,3.1702,2.01,0.97,15.391,985.0
FALSE POSITIVE,0.0,2121.9,187.6,8.667822346,4.9658,67.37,1.889,13.03,1303.0
CONFIRMED,0.993,154.9,27.2,1.475323222,2.3155,5.88,4.885,14.604,2740.0
CONFIRMED,1.0,223.4,24.5,4.15246118,2.5755,7.62,4.885,14.604,1941.0
FALSE POSITIVE,,,,6.7210783,7.46,,,14.792,
CONFIRMED,0.995,270.7,24.8,8.7348852,4.49,1.59,0.96,14.794,890.0
FALSE POSITIVE,0.0,399.6,20.1,10.26547688,3.733,1.81,0.853,15.212,770.0
CANDIDATE,0.752,1428.2,105.3,13.4471791,3.0454,5.24,1.041,14.0,848.0
FALSE POSITIVE,0.0,17971.0,39.6,3.305577989,2.5903,25.89,0.707,15.537,1027.0
FALSE POSITIVE,0.0,15304.0,298.0,4.800653901,9.0419,16.91,1.241,13.32,1347.0
FALSE POSITIVE,0.0,36348.0,154.6,15.06649901,5.9885,56.44,1.626,13.855,932.0
FALSE POSITIVE,0.0,18848.0,882.6,34.82008158,11.1711,11.36,0.784,15.187,459.0
FALSE POSITIVE,0.0,2779.3,195.2,0.651784374,2.0141,33.65,1.061,14.997,2090.0
FALSE POSITIVE,1.0,1349.1,76.7,1.353771892,7.012,430.99,15.76,10.523,4903.0
FALSE POSITIVE,0.0,867.5,249.3,18.95491633,24.249,71.39,2.534,10.988,1139.0
FALSE POSITIVE,0.0,625.6,56.3,4.348866254,3.2797,2436.69,101.451,10.68,6421.0
FALSE POSITIVE,0.0,2144.4,221.1,47.93094546,2.6897,68.02,1.938,10.376,905.0
FALSE POSITIVE,,32.8,6.1,3.99751422,3.686,2.98,5.324,10.733,2203.0
FALSE POSITIVE,0.0,633.1,66.9,1.592633181,5.5605,1.56,0.651,15.47,1053.0
CONFIRMED,0.0,4158.1,60.9,67.5923754,12.249,12.1,1.744,13.675,588.0
CONFIRMED,1.0,568.9,29.8,17.02902786,4.645,2.54,1.067,15.381,755.0
CONFIRMED,0.945,246.8,17.7,6.84619236,3.529,1.67,1.067,15.381,1022.0
CONFIRMED,0.765,507.8,15.5,67.8321638,7.358,2.39,1.067,15.381,476.0
CONFIRMED,0.815,447.8,11.8,43.1312147,3.198,2.39,1.067,15.381,554.0
CONFIRMED,0.999,196.0,21.1,1.224866441,1.7086,1.54,1.107,15.376,1741.0
CONFIRMED,0.931,570.3,35.2,37.8102649,8.733,2.33,0.973,14.633,566.0
CONFIRMED,1.0,414.5,42.2,25.93406406,4.6142,2.48,1.225,13.703,695.0
CONFIRMED,0.912,503.0,36.1,83.4463485,6.536,2.73,1.225,13.703,471.0
FALSE POSITIVE,0.0,400.9,24.0,7.04710032,2.926,25.2,1.068,14.928,986.0
CONFIRMED,0.989,270.6,38.7,12.99204853,6.0175,2.03,1.242,13.974,866.0
FALSE POSITIVE,0.0,4843.9,115.3,11.11620211,4.211,8.96,0.996,15.38,853.0
FALSE POSITIVE,0.0,1916.2,103.4,1.922861499,3.5734,5.09,0.911,14.942,1392.0
FALSE POSITIVE,0.0,2547.4,182.2,0.635445336,1.8592,19.0,0.55,15.432,1177.0
FALSE POSITIVE,0.0,2006.2,148.0,1.665784138,1.8946,97.27,2.789,11.84,2636.0
FALSE POSITIVE,0.0,3414.4,103.4,55.6639167,23.546,34.14,0.853,15.593,434.0
CONFIRMED,0.994,2894.1,243.5,52.09081627,8.6388,7.14,1.324,13.914,592.0
FALSE POSITIVE,,780.4,24.2,7.1548608,7.694,7.41,1.739,12.616,1482.0
CONFIRMED,0.711,790.1,19.4,4.28746668,1.5693,2.29,0.815,11.631,942.0
FALSE POSITIVE,0.0,260.5,22.2,2.002779769,2.231,1.42,0.892,14.606,1311.0
CONFIRMED,1.0,517.6,38.4,8.18739443,3.0472,1.92,0.849,14.138,782.0
CONFIRMED,0.881,445.9,17.4,76.0498163,7.158,1.75,0.849,14.138,372.0
CONFIRMED,1.0,178.2,48.8,3.341799486,2.9254,1.67,1.235,13.492,1356.0
FALSE POSITIVE,,78.7,8.6,3.3226948,3.568,15.33,16.959,11.899,3859.0
FALSE POSITIVE,0.0,1269.9,59.2,36.97708808,4.737,38.6,1.239,13.698,602.0
FALSE POSITIVE,,232.5,54.4,1.851409163,10.232,20.42,1.469,13.473,2154.0
FALSE POSITIVE,0.0,36.7,34.7,1.303859704,2.8239,0.98,1.521,11.558,2393.0
FALSE POSITIVE,0.0,2931.6,58.1,145.5624926,5.4126,40.15,1.095,13.884,387.0
CONFIRMED,1.0,182.6,38.0,3.749105745,1.9826,1.68,0.983,13.333,1160.0
CONFIRMED,1.0,148.1,38.9,11.08956602,6.2877,3.51,2.867,12.808,1422.0
CANDIDATE,1.0,205.2,19.1,7.37290344,2.172,2.67,1.07,13.835,1004.0
FALSE POSITIVE,0.0,58.0,27.2,7.24476126,2.3145,0.65,0.874,11.157,837.0
CANDIDATE,1.0,5372.3,71.6,119.0624882,3.1188,10.4,0.92,15.289,366.0
CONFIRMED,1.0,1419.6,28.1,8.70798309,2.4904,2.01,0.554,15.842,543.0
CANDIDATE,0.0,840.0,14.4,14.8623076,3.161,1.57,0.554,15.842,454.0
CONFIRMED,0.999,531.5,14.9,4.17634276,2.335,1.23,0.554,15.842,694.0
CONFIRMED,1.0,747.5,79.3,27.40229859,6.8491,3.63,1.324,13.914,734.0
CONFIRMED,1.0,200.9,41.0,3.179267286,1.0246,1.21,0.857,12.55,1101.0
CONFIRMED,1.0,801.5,41.9,10.38122447,2.715,2.18,0.78,13.562,672.0
CONFIRMED,1.0,764.2,26.3,24.5709023,3.587,2.82,0.78,13.562,505.0
FALSE POSITIVE,,9883.0,63.0,81.221876,4.1135,16.59,0.874,15.488,385.0
FALSE POSITIVE,0.0,1145.5,121.1,0.817026268,2.0799,2.92,0.874,15.488,1784.0
CONFIRMED,1.0,7765.0,1225.3,3.024092505,2.8021,12.14,1.358,13.958,1489.0
FALSE POSITIVE,1.0,536.7,37.3,5.670155713,0.9361,5.85,0.183,13.783,341.0
CONFIRMED,1.0,129.2,21.6,1.022678654,1.3712,1.14,1.02,14.803,1734.0
CONFIRMED,1.0,284.7,33.4,12.10968709,6.3461,2.98,1.458,14.348,1005.0
CONFIRMED,0.758,124.5,20.9,4.75796103,4.66,1.7,1.458,14.348,1372.0
CONFIRMED,1.0,242.9,22.8,20.4972755,8.536,2.96,1.458,14.348,843.0
FALSE POSITIVE,0.0,48.3,16.5,13.55480534,2.288,0.62,0.874,11.157,679.0
FALSE POSITIVE,0.0,66894.0,765.0,29.74454668,23.2842,20.06,0.788,11.753,455.0
FALSE POSITIVE,0.0,61625.0,930.3,14.15402428,4.47001,53.25,1.037,12.932,777.0
FALSE POSITIVE,0.0,2468.5,245.6,0.844786082,3.5289,35.27,0.915,15.363,1864.0
FALSE POSITIVE,0.001,1907.4,185.0,0.848483947,1.4451,32.11,0.936,15.323,1908.0
FALSE POSITIVE,0.0,2124.3,102.8,11.99097576,5.7401,37.47,1.072,14.977,880.0
CONFIRMED,1.0,1086.1,34.5,53.5292702,5.668,2.28,0.708,14.887,348.0
FALSE POSITIVE,,564.6,64.8,0.393726813,2.95,24.17,1.031,15.025,2705.0
CONFIRMED,1.0,563.1,19.6,2.757584622,0.9267,1.01,0.424,15.597,615.0
CONFIRMED,0.99,376.2,22.6,0.928310036,1.1899,1.16,0.602,15.854,1115.0
CONFIRMED,1.0,653.5,80.8,13.48457668,5.0197,3.39,1.324,13.914,929.0
CONFIRMED,0.999,910.0,25.3,31.8841473,6.122,3.7,0.974,15.368,563.0
CANDIDATE,,2319.8,52.8,16.15811112,6.049,86.13,0.874,15.488,660.0
FALSE POSITIVE,,25457.0,1328.2,67.69213907,51.349,175.98,10.703,10.7,1173.0
CONFIRMED,0.999,300.2,32.4,12.06222962,2.0584,1.62,0.933,13.581,750.0
CONFIRMED,0.848,398.6,26.2,9.93146307,5.678,2.41,1.22,15.214,931.0
CONFIRMED,1.0,355.6,23.0,21.85362905,3.439,1.75,0.876,14.246,618.0
CONFIRMED,0.884,115.4,15.7,8.19345065,5.234,1.74,1.458,14.348,1144.0
FALSE POSITIVE,0.0,944.3,86.2,19.97867,10.168,6.85,1.895,13.849,1351.0
CONFIRMED,1.0,434.4,28.3,41.8059544,6.057,2.02,0.973,14.502,533.0
FALSE POSITIVE,0.0,85.3,21.0,15.45158184,2.406,2.02,2.069,11.798,1285.0
FALSE POSITIVE,0.0,273110.0,3420.3,89.698168533,5.5418,102.08,1.583,13.624,554.0
FALSE POSITIVE,0.557,20703.0,717.4,1.187352427,4.999,67.35,1.489,13.623,2251.0
FALSE POSITIVE,0.0,1138.5,253.4,3.012476582,3.1424,65.25,2.031,12.403,2371.0
CONFIRMED,1.0,473.0,115.4,4.77800306,2.7361,1.85,0.873,13.04,932.0
FALSE POSITIVE,0.0,2010.3,100.0,7.814839231,3.0122,5.33,0.931,15.452,903.0
FALSE POSITIVE,0.0,778.9,55.9,29.7452499,22.695,3.6,1.004,15.259,557.0
CONFIRMED,1.0,611.4,34.1,5.32667299,3.4045,2.26,0.921,15.808,1007.0
FALSE POSITIVE,0.0,1996.3,251.9,0.741057213,1.05299,26.67,0.776,14.489,1730.0
FALSE POSITIVE,0.0,802.8,48.2,2.988085455,3.68,21.81,0.809,15.381,1101.0
FALSE POSITIVE,0.0,903.9,86.1,2.783883492,2.4546,67.17,2.147,14.216,1934.0
FALSE POSITIVE,0.0,903.5,82.4,0.393727296,3.02,23.05,0.808,15.856,2216.0
CONFIRMED,1.0,864.3,37.0,8.17242644,3.902,3.29,0.905,15.24,858.0
CANDIDATE,,8708.0,164.0,1295.362215,28.297,57.82,1.048,14.215,169.0
CONFIRMED,1.0,236.6,19.4,13.0607936,3.215,1.45,0.876,14.246,734.0
CANDIDATE,0.99,237.6,20.0,4.2989201,2.747,2.12,0.986,14.613,1046.0
FALSE POSITIVE,0.0,1058.5,65.8,25.9518461,14.581,22.32,0.796,14.576,521.0
FALSE POSITIVE,0.0,2017.9,79.4,25.9518536,14.755,24.6,0.742,15.342,494.0
FALSE POSITIVE,,5559.7,414.4,5.68628739,17.573,4.5,0.956,14.378,1059.0
FALSE POSITIVE,0.0,5144.4,175.9,15.663886949,2.4775,27.36,2.221,13.439,1060.0
FALSE POSITIVE,0.008,20901.0,282.6,4.020628573,4.4085,16.94,1.033,15.472,1232.0
CANDIDATE,1.0,12295.0,537.7,5.714817603,3.14126,9.29,0.842,15.623,943.0
FALSE POSITIVE,0.0,43547.0,938.2,185.02288222,4.87326,49.82,1.367,14.685,379.0
FALSE POSITIVE,0.0,1223.7,73.9,2.897432135,3.1793,14.35,2.994,15.036,2170.0
CONFIRMED,1.0,1074.9,74.0,8.70420525,2.9385,2.86,0.863,15.07,748.0
CONFIRMED,1.0,224.1,10.7,8.1280933,3.727,1.39,0.921,15.808,875.0
CANDIDATE,1.0,166.1,12.1,2.83668931,3.031,1.19,0.921,15.808,1242.0
CONFIRMED,1.0,197.6,82.6,0.974868896,1.6191,1.16,0.832,13.507,1612.0
CONFIRMED,1.0,274.4,16.9,4.89721006,1.812,1.48,0.847,15.456,904.0
FALSE POSITIVE,0.0,39043.0,349.2,2.757794163,2.7644,20.05,0.891,15.235,1231.0
FALSE POSITIVE,0.0,7829.2,124.6,1.914158508,3.2917,13.63,1.118,14.446,1646.0
FALSE POSITIVE,0.0,381.3,27.1,3.98216698,2.396,3.32,1.548,15.035,1374.0
FALSE POSITIVE,0.0,456.7,53.7,0.643794198,1.5662,19.51,0.83,15.103,2011.0
CONFIRMED,0.986,597.8,31.3,16.08832318,5.731,3.42,1.33,15.319,875.0
CONFIRMED,0.994,271.8,16.4,10.30067919,4.885,2.2,1.33,15.319,1015.0
CONFIRMED,0.998,471.2,18.5,35.6757453,7.381,3.02,1.33,15.319,671.0
CANDIDATE,,,,1.00861677,0.91,,,15.319,
FALSE POSITIVE,0.0,87750.0,704.5,161.78832712,5.31,36.14,1.212,15.661,375.0
CONFIRMED,1.0,1331.4,41.9,16.56806842,4.2647,2.54,0.716,15.391,548.0
CONFIRMED,1.0,931.5,14.0,47.3329299,2.708,2.18,0.716,15.391,386.0
FALSE POSITIVE,0.0,82.2,33.1,0.856895349,1.3078,0.82,0.873,13.098,1881.0
CONFIRMED,0.976,313.9,54.8,40.8065333,13.135,3.71,2.097,13.038,772.0
CONFIRMED,1.0,308.7,29.5,2.46697039,1.6345,1.56,0.863,15.07,1139.0
CANDIDATE,1.0,2607.0,361.1,2.624234833,1.3874,5.11,0.899,13.687,1164.0
CONFIRMED,1.0,549.1,31.5,6.61836309,3.6813,2.98,1.294,15.59,1066.0
CONFIRMED,1.0,1396.2,30.5,107.7214092,8.042,4.75,1.294,15.59,421.0
CANDIDATE,,359.0,5.2,92.77779,6.64,1.92,1.019,15.59,410.0
FALSE POSITIVE,0.0,10624.0,146.3,5.251916208,4.9095,37.15,0.872,15.756,952.0
CONFIRMED,1.0,952.7,178.0,9.673958488,3.2641,2.63,0.873,13.04,736.0
FALSE POSITIVE,0.0,5450.0,63.2,100.3039228,8.702,29.55,0.772,15.783,313.0
FALSE POSITIVE,0.0,,,200.61103346,7.13,,,15.783,
FALSE POSITIVE,0.0,1345.8,117.7,0.986620248,3.9722,43.98,1.385,15.022,2308.0
FALSE POSITIVE,0.0,,,1.63484631,6.11,,,12.647,
CONFIRMED,0.985,628.7,23.0,14.12847677,3.685,2.73,0.974,15.368,739.0
CONFIRMED,0.829,641.8,12.2,48.6478543,5.464,4.14,0.974,15.368,489.0
CONFIRMED,1.0,340.1,28.0,8.39842977,6.344,2.0,1.044,15.291,984.0
CONFIRMED,1.0,395.9,38.6,8.63847391,5.4566,5.99,3.046,14.507,1419.0
CANDIDATE,,1367.7,61.7,422.917678,31.274,5.89,1.444,13.642,292.0
CONFIRMED,0.991,266.8,29.0,140.10765,18.503,3.42,2.097,13.038,511.0
CONFIRMED,0.998,135.2,23.4,3.4815917,1.8069,1.17,1.022,13.615,1156.0
FALSE POSITIVE,0.046,28066.0,425.6,8.360616221,7.5385,40.35,2.445,16.209,1263.0
FALSE POSITIVE,0.0,2721.7,63.7,1.838514968,2.7391,4.86,0.94,15.373,1426.0
CONFIRMED,1.0,4634.9,155.0,35.61760233,8.4559,5.17,0.779,15.703,456.0
FALSE POSITIVE,0.0,219.2,45.5,1.09206833,1.8596,1.29,0.859,14.495,1611.0
CONFIRMED,0.998,477.4,38.0,10.12805158,3.517,1.95,0.82,14.743,767.0
FALSE POSITIVE,0.0,104.1,19.3,1.613001111,2.394,1.25,1.205,13.945,1680.0
CONFIRMED,1.0,12440.0,100.8,3.770551475,3.8077,12.05,1.075,15.439,1302.0
FALSE POSITIVE,0.964,4702.6,269.8,1.343767797,1.9405,18.66,2.312,13.056,2654.0
FALSE POSITIVE,0.0,6496.0,63.4,29.12436474,3.4209,15.25,0.481,15.187,356.0
FALSE POSITIVE,0.0,4456.8,78.7,31.82814583,2.917,35.8,0.92,15.582,564.0
FALSE POSITIVE,0.0,426.6,76.4,3.629442796,5.63,3.28,1.217,13.055,1434.0
FALSE POSITIVE,0.762,1038.1,202.2,0.553261874,0.8875,97.36,3.142,13.501,3689.0
CONFIRMED,1.0,643.4,20.8,5.72812616,2.0295,1.38,0.548,15.95,569.0
CONFIRMED,1.0,417.4,27.9,3.75574267,2.2911,1.58,0.788,15.764,977.0
FALSE POSITIVE,0.0,547.3,34.0,7.44042933,2.991,2.74,0.877,15.24,883.0
CONFIRMED,1.0,2318.9,116.2,6.581477136,3.0896,4.56,0.973,15.471,881.0
CONFIRMED,1.0,7382.3,603.0,24.669192732,7.03515,77.76,9.327,13.224,1485.0
CONFIRMED,1.0,705.4,45.5,2.382652873,1.8888,2.74,0.973,15.471,1237.0
CONFIRMED,1.0,2398.8,56.7,24.66461416,2.8579,5.34,0.973,15.471,567.0
CONFIRMED,1.0,1357.4,53.2,11.51517167,2.006,2.9,0.798,15.386,657.0
CONFIRMED,1.0,2269.7,437.5,7.641567589,3.41018,4.91,1.055,13.549,899.0
FALSE POSITIVE,0.0,3472.0,37.5,30.6113932,3.576,19.68,0.534,15.97,317.0
CONFIRMED,1.0,442.0,23.1,7.40742502,3.675,2.01,0.961,15.242,938.0
FALSE POSITIVE,0.0,18904.0,66.7,569.934135,4.1904,38.98,2.057,14.645,296.0
FALSE POSITIVE,0.0,254.0,17.1,5.09246539,3.659,1.17,0.751,15.162,844.0
FALSE POSITIVE,,,,110.61576622,5.0,,,13.62,
FALSE POSITIVE,0.0,317.9,21.7,1.103971357,0.926,1.37,0.746,15.732,1471.0
CONFIRMED,,1479.0,302.2,10.916108342,3.6496,3.93,0.932,13.113,758.0
CONFIRMED,1.0,1264.7,47.8,3.353732008,1.4598,1.65,0.46,15.438,615.0
CONFIRMED,0.99,1632.3,39.6,6.877446033,1.3692,2.05,0.46,15.438,484.0
CONFIRMED,0.992,1629.8,28.9,28.46464804,2.6657,1.87,0.46,15.438,301.0
FALSE POSITIVE,,2017.7,170.0,0.293630085,2.3857,26.35,0.843,15.822,2503.0
CONFIRMED,0.998,555.3,66.8,42.89645024,5.6897,2.0,0.873,13.04,448.0
FALSE POSITIVE,0.0,251.7,27.2,2.44199803,2.759,1.44,0.796,15.282,1282.0
CANDIDATE,0.996,464.8,33.1,30.5872153,5.3698,2.32,1.082,14.143,621.0
CONFIRMED,1.0,369.5,18.3,7.09712124,2.1059,0.74,0.389,15.649,425.0
FALSE POSITIVE,0.0,79.8,26.7,2.6827683,2.957,1.19,1.223,13.475,1551.0
CONFIRMED,1.0,777.7,50.7,3.601465336,2.2753,2.31,0.855,15.733,996.0
FALSE POSITIVE,1.0,1867.7,156.5,3.108251172,2.5048,4.43,0.847,15.361,1096.0
CONFIRMED,1.0,537.4,27.3,25.8474958,5.985,2.4,1.031,15.083,672.0
CONFIRMED,0.999,680.9,28.9,40.715561,6.894,2.7,1.031,15.083,578.0
FALSE POSITIVE,0.0,1273.0,36.7,20.42720701,3.447,4.42,0.958,15.163,674.0
FALSE POSITIVE,0.0,47303.0,2561.1,6.198273591,7.53837,19.81,0.898,15.67,985.0
FALSE POSITIVE,0.0,861.4,63.0,1.023471798,2.3499,3.78,0.893,15.381,1727.0
FALSE POSITIVE,0.0,714.1,93.3,0.51872711,1.252,19.07,0.762,15.348,1965.0
CONFIRMED,0.995,1473.0,35.9,17.31711739,3.1518,2.04,0.502,15.759,454.0
CONFIRMED,1.0,565.4,50.4,9.42889884,4.4481,4.39,1.86,14.5,1163.0
FALSE POSITIVE,0.0,308.5,44.3,1.096583368,2.1188,1.35,0.763,14.867,1474.0
CANDIDATE,0.0,510.5,32.9,9.95639775,5.615,28.15,1.053,15.22,905.0
CONFIRMED,1.0,418.3,19.0,6.50327035,2.591,1.67,0.843,15.692,804.0
CONFIRMED,0.695,302.3,16.2,4.09667624,2.19,1.42,0.843,15.692,938.0
CONFIRMED,0.821,224.6,16.5,1.196548464,1.2592,1.25,0.843,15.692,1414.0
CONFIRMED,1.0,182.3,27.7,11.47609015,5.046,2.07,1.41,13.908,984.0
CONFIRMED,0.998,125.5,14.3,25.2630467,6.22,1.71,1.41,13.908,756.0
FALSE POSITIVE,,,,7.1688266,1.29,,,15.602,
CONFIRMED,1.0,76.7,38.7,0.677374687,1.8361,0.9,1.037,13.326,2099.0
CONFIRMED,1.0,210.2,36.7,10.43547031,3.4167,1.22,0.853,13.404,759.0
CONFIRMED,0.997,124.1,25.6,7.41084314,3.245,0.94,0.853,13.404,850.0
CONFIRMED,1.0,1585.1,53.8,28.59914031,3.6567,1.83,0.461,15.19,298.0
CONFIRMED,1.0,907.5,35.6,24.58716355,3.984,2.37,0.749,15.598,530.0
FALSE POSITIVE,0.913,13715.0,1405.6,34.193600311,5.41382,21.95,1.786,13.325,778.0
CONFIRMED,1.0,1145.9,66.7,12.53248222,4.0168,3.24,0.904,15.485,775.0
CANDIDATE,0.993,34514.0,607.4,31.201692472,2.15663,8.31,0.449,15.798,286.0
CONFIRMED,1.0,2141.4,116.2,13.19720694,3.4872,4.18,0.885,15.223,642.0
CONFIRMED,1.0,3269.0,456.8,14.85890852,3.5252,5.94,1.055,13.549,720.0
CONFIRMED,0.989,157.9,19.0,4.08897299,3.585,2.36,1.86,14.5,1537.0
FALSE POSITIVE,0.0,712.4,43.0,2.866680334,1.1264,2.93,0.764,15.028,1045.0
CONFIRMED,1.0,826.9,46.0,17.44486016,4.445,3.24,0.966,15.007,679.0
FALSE POSITIVE,0.0,158.7,17.4,8.30697421,2.76,37.99,2.124,13.838,1246.0
